Age,Salary,Budget,category
37,28,5000,resort
45,29,5000,art
51,15,2000,art
22,12,5000,nature
42,6,1000,fine dining
39,29,5000,art
28,31,2000,café
33,6,5000,nature
22,41,1000,café
51,34,2000,nature
25,15,5000,adventure
58,38,3000,art
32,40,10000,pub
50,33,500,pub
51,13,1000,art
27,24,1000,art
43,10,10000,café
50,5,3000,resort
41,47,3000,fine dining
48,8,5000,pub
48,8,2000,adventure
48,5,10000,fine dining
34,27,5000,pub
58,25,2000,nature
27,9,3000,resort
34,40,500,art
41,39,1000,resort
31,24,1000,café
31,32,2000,adventure
34,9,500,adventure
24,38,2000,resort
53,24,10000,adventure
43,16,3000,fine dining
27,45,2000,pub
52,50,500,resort
22,23,3000,nature
48,31,500,pub
41,21,5000,resort
40,10,5000,café
52,45,500,fine dining
42,32,5000,nature
25,24,10000,art
27,43,500,café
54,27,3000,café
32,17,2000,fine dining
36,44,2000,nature
21,7,500,pub
35,10,1000,art
46,42,2000,adventure
29,12,5000,art
32,19,10000,pub
43,15,1000,café
31,14,500,adventure
47,17,2000,café
24,30,500,café
55,19,5000,fine dining
26,28,5000,resort
54,33,500,fine dining
24,28,10000,art
42,20,500,nature
53,4,3000,café
48,20,10000,art
57,37,2000,nature
32,32,3000,pub
27,46,500,nature
44,7,10000,café
35,31,3000,fine dining
21,29,2000,fine dining
38,13,5000,fine dining
24,49,2000,café
31,45,5000,adventure
41,45,1000,art
34,14,10000,pub
52,20,5000,adventure
23,7,3000,pub
27,10,1000,café
58,5,10000,resort
57,36,1000,fine dining
28,22,3000,fine dining
25,15,3000,resort
37,11,10000,art
21,50,3000,adventure
27,45,10000,pub
27,38,10000,art
32,28,5000,fine dining
25,38,5000,fine dining
57,46,3000,nature
53,12,500,pub
45,36,500,café
39,24,10000,art
49,45,2000,café
41,26,3000,café
52,24,2000,fine dining
48,21,3000,café
54,44,500,resort
53,27,500,art
51,41,5000,pub
45,26,2000,pub
48,5,1000,art
37,39,2000,fine dining
25,46,1000,art
56,16,2000,fine dining
58,19,5000,fine dining
51,30,10000,resort
25,18,3000,fine dining
24,17,10000,adventure
23,13,10000,café
37,32,3000,resort
55,44,2000,nature
44,40,10000,resort
23,33,1000,nature
29,40,2000,fine dining
32,19,2000,fine dining
30,14,5000,resort
58,7,500,fine dining
54,45,2000,adventure
43,35,5000,café
55,10,500,resort
34,5,10000,nature
38,50,3000,art
49,29,2000,nature
36,35,3000,café
25,13,2000,art
47,4,10000,café
28,47,5000,resort
29,9,2000,resort
26,42,2000,café
39,42,500,resort
34,33,500,café
47,41,1000,nature
29,6,1000,art
48,50,3000,nature
21,48,3000,adventure
22,26,1000,nature
56,28,1000,resort
46,4,5000,nature
22,20,10000,café
23,7,3000,adventure
27,38,2000,resort
38,13,500,café
43,33,5000,pub
41,16,1000,fine dining
23,23,2000,art
22,46,500,nature
50,10,500,fine dining
27,44,500,nature
37,25,3000,nature
46,50,2000,pub
41,44,2000,resort
37,41,10000,pub
32,26,3000,resort
30,17,500,pub
54,18,5000,nature
49,23,1000,café
41,36,1000,nature
28,50,2000,art
48,50,500,adventure
35,49,1000,adventure
33,34,10000,fine dining
54,5,500,café
23,16,2000,art
30,20,2000,nature
47,45,2000,fine dining
35,14,3000,café
49,17,5000,pub
38,21,5000,art
35,41,3000,adventure
31,46,2000,fine dining
53,23,2000,resort
51,19,500,fine dining
21,20,1000,pub
31,15,10000,nature
34,38,10000,fine dining
24,43,500,adventure
57,16,10000,adventure
41,26,2000,adventure
40,17,3000,pub
43,26,500,art
37,45,1000,adventure
54,36,3000,adventure
33,5,2000,nature
54,7,500,café
51,14,2000,adventure
23,31,3000,nature
45,41,1000,art
30,26,10000,café
27,14,5000,adventure
57,23,500,café
38,12,10000,pub
24,21,5000,resort
26,48,5000,art
32,5,1000,pub
46,48,5000,café
28,4,10000,café
45,17,5000,nature
32,29,10000,adventure
28,43,5000,adventure
51,25,10000,resort
37,45,5000,fine dining
26,16,10000,art
52,29,5000,art
34,6,1000,art
39,29,10000,pub
48,46,2000,adventure
21,28,3000,resort
50,18,2000,pub
57,21,500,adventure
30,10,1000,art
30,5,10000,pub
44,26,5000,resort
25,4,2000,nature
48,30,3000,fine dining
22,10,500,nature
43,22,10000,café
32,5,1000,art
48,40,2000,adventure
36,14,10000,pub
37,14,1000,pub
25,4,5000,resort
55,49,10000,fine dining
44,37,10000,café
44,33,2000,adventure
24,32,500,adventure
48,29,10000,fine dining
38,43,500,fine dining
32,12,2000,café
54,7,1000,nature
34,23,2000,nature
33,36,2000,resort
58,21,1000,art
54,43,3000,fine dining
24,10,2000,café
22,34,3000,pub
49,32,1000,adventure
42,17,5000,fine dining
27,4,10000,nature
27,41,5000,pub
41,9,2000,fine dining
52,10,1000,fine dining
30,28,500,adventure
35,11,1000,fine dining
39,40,5000,fine dining
48,41,5000,pub
38,12,2000,café
38,48,3000,café
37,10,2000,fine dining
49,5,1000,pub
37,22,3000,pub
45,28,500,nature
31,18,2000,resort
51,5,1000,adventure
55,6,2000,resort
53,8,500,café
51,48,1000,resort
27,44,5000,resort
42,49,5000,pub
43,32,2000,café
29,30,1000,fine dining
52,30,3000,pub
47,11,3000,café
22,36,5000,art
53,5,5000,nature
50,16,5000,adventure
21,13,10000,café
40,36,2000,nature
25,21,2000,art
53,15,2000,fine dining
39,49,500,pub
56,7,10000,fine dining
33,40,3000,art
28,16,2000,nature
56,32,500,resort
54,47,1000,pub
52,40,3000,pub
25,39,3000,nature
43,14,500,pub
35,34,500,fine dining
36,23,500,pub
57,10,10000,art
29,34,10000,adventure
45,44,3000,adventure
38,18,5000,nature
32,12,3000,art
21,14,10000,nature
53,6,5000,art
28,23,5000,pub
29,5,3000,café
39,42,500,adventure
51,10,2000,nature
33,37,3000,resort
45,28,3000,pub
39,41,5000,fine dining
53,8,2000,nature
58,15,500,art
39,40,3000,pub
25,47,10000,nature
39,14,5000,pub
25,40,2000,nature
32,45,3000,resort
32,38,500,fine dining
22,31,5000,nature
22,30,10000,café
56,20,3000,nature
47,11,5000,nature
24,38,10000,pub
32,32,2000,resort
45,42,500,café
29,50,10000,resort
52,20,500,nature
32,32,3000,fine dining
48,4,2000,café
41,38,5000,nature
43,46,1000,art
31,24,5000,art
40,27,3000,adventure
45,19,2000,café
39,31,5000,adventure
34,35,1000,café
46,45,3000,pub
54,50,3000,adventure
36,19,5000,nature
22,4,500,café
39,9,2000,pub
44,25,5000,pub
50,7,1000,art
51,24,3000,pub
28,33,500,café
47,4,5000,adventure
34,36,500,fine dining
57,12,5000,pub
53,11,500,café
34,16,10000,adventure
45,12,3000,art
35,46,1000,adventure
29,29,500,café
33,28,500,adventure
50,37,5000,resort
53,48,3000,resort
36,31,3000,fine dining
51,26,1000,pub
23,34,500,pub
41,15,5000,resort
34,49,2000,adventure
53,41,3000,art
26,22,5000,adventure
57,38,1000,adventure
21,42,3000,fine dining
36,16,3000,resort
27,11,2000,nature
24,7,5000,fine dining
50,27,3000,nature
54,48,5000,café
27,25,500,nature
57,11,10000,nature
49,18,3000,nature
48,35,10000,adventure
28,50,2000,pub
58,22,10000,nature
43,23,500,resort
40,7,1000,nature
24,19,2000,fine dining
29,43,3000,pub
32,11,500,pub
34,40,1000,nature
50,40,500,fine dining
25,18,500,fine dining
58,12,5000,adventure
44,10,2000,fine dining
41,49,10000,art
28,10,2000,art
40,48,500,fine dining
55,39,10000,fine dining
22,19,1000,nature
56,47,1000,nature
53,29,10000,resort
51,21,10000,art
37,7,500,nature
50,24,3000,fine dining
32,7,500,adventure
45,29,2000,art
30,6,2000,art
55,45,2000,adventure
47,31,500,art
57,34,1000,adventure
24,6,5000,adventure
33,25,2000,nature
56,37,10000,nature
29,48,3000,resort
43,7,2000,adventure
33,48,1000,café
31,9,500,nature
55,43,2000,resort
39,35,3000,art
45,35,10000,nature
30,7,3000,café
40,17,3000,café
26,46,2000,fine dining
24,17,1000,adventure
47,25,2000,adventure
21,20,500,art
49,27,3000,pub
27,31,10000,nature
51,12,3000,resort
40,8,500,resort
36,33,2000,resort
37,20,10000,adventure
43,8,10000,café
54,19,5000,adventure
57,5,500,nature
58,22,5000,café
41,21,10000,resort
29,21,3000,resort
29,31,5000,nature
38,22,10000,café
39,44,2000,adventure
44,49,500,pub
30,21,1000,adventure
36,24,3000,adventure
50,42,10000,pub
26,10,1000,adventure
52,14,3000,adventure
55,24,3000,nature
24,13,1000,nature
31,8,5000,fine dining
46,15,1000,adventure
42,27,2000,café
54,41,5000,nature
41,6,2000,resort
44,22,500,fine dining
58,44,2000,nature
49,17,5000,nature
33,50,10000,pub
48,41,3000,pub
48,36,1000,art
41,42,3000,adventure
35,45,1000,pub
53,48,3000,art
34,21,1000,fine dining
34,48,3000,fine dining
55,46,1000,art
55,8,500,pub
40,11,5000,fine dining
46,7,500,fine dining
36,15,1000,nature
52,35,2000,resort
57,43,5000,pub
47,21,2000,adventure
52,50,5000,adventure
55,23,3000,pub
47,6,1000,nature
50,14,10000,café
52,27,1000,art
58,12,2000,art
51,41,2000,adventure
31,45,500,fine dining
50,48,1000,art
53,36,500,pub
24,39,10000,adventure
33,48,5000,adventure
26,22,5000,resort
57,49,10000,fine dining
34,18,5000,pub
38,40,10000,café
43,19,2000,art
41,4,10000,café
30,4,10000,café
24,29,3000,café
52,13,2000,art
48,42,500,pub
53,23,3000,fine dining
33,35,2000,nature
50,8,2000,adventure
43,30,1000,nature
45,45,3000,resort
52,24,3000,resort
56,34,10000,fine dining
48,31,3000,art
21,23,10000,resort
44,22,500,pub
51,42,3000,pub
54,44,500,fine dining
50,21,5000,nature
24,39,1000,art
32,14,2000,nature
52,50,500,nature
26,23,5000,art
44,33,5000,nature
43,31,1000,adventure
56,17,5000,resort
28,50,500,art
22,32,10000,adventure
27,15,3000,café
57,11,3000,resort
49,37,500,café
26,22,5000,adventure
43,9,10000,nature
35,27,2000,art
37,11,500,café
45,28,3000,fine dining
38,38,2000,adventure
52,35,1000,art
50,50,10000,art
58,35,2000,fine dining
56,44,3000,art
29,20,3000,nature
27,33,500,fine dining
47,14,500,art
44,17,5000,fine dining
21,13,500,café
37,27,3000,adventure
45,21,3000,fine dining
54,38,1000,art
54,12,5000,fine dining
26,43,2000,café
54,25,10000,adventure
57,36,5000,fine dining
33,27,500,café
56,32,2000,resort
24,19,500,pub
37,26,5000,adventure
46,4,1000,pub
23,27,3000,art
43,23,2000,resort
27,48,2000,art
25,48,1000,resort
46,14,500,café
26,34,1000,resort
30,6,3000,adventure
32,45,1000,fine dining
48,33,5000,resort
41,45,500,nature
29,36,500,pub
58,32,3000,art
48,26,2000,art
35,18,10000,nature
46,21,1000,pub
39,14,10000,pub
51,48,3000,adventure
56,49,10000,nature
47,37,3000,adventure
41,26,500,nature
31,35,2000,art
58,7,3000,pub
54,7,3000,art
24,37,10000,resort
32,27,1000,adventure
46,40,5000,café
52,28,3000,café
22,21,10000,café
50,36,3000,resort
42,11,500,resort
47,13,5000,pub
40,6,1000,nature
42,24,500,resort
53,5,500,café
38,30,10000,adventure
23,24,1000,adventure
24,35,3000,resort
34,33,3000,pub
22,37,500,nature
52,42,5000,adventure
53,35,5000,art
53,4,500,fine dining
21,43,2000,fine dining
48,38,10000,adventure
36,38,3000,pub
32,7,1000,pub
47,46,2000,resort
22,8,1000,adventure
33,37,1000,nature
40,20,10000,art
51,10,5000,adventure
55,18,5000,nature
28,42,2000,adventure
47,9,3000,adventure
26,48,10000,resort
33,38,2000,nature
35,31,5000,fine dining
54,8,500,pub
42,9,10000,art
43,27,1000,pub
48,12,1000,art
51,50,10000,café
57,34,3000,café
27,15,2000,fine dining
58,25,500,café
54,12,2000,café
39,44,5000,resort
52,28,10000,nature
29,24,1000,adventure
22,48,500,nature
30,4,2000,resort
57,15,2000,café
28,32,5000,resort
55,16,1000,adventure
49,40,3000,pub
29,5,1000,adventure
46,49,10000,nature
56,40,3000,resort
36,16,10000,art
42,42,2000,nature
34,50,2000,art
21,46,3000,fine dining
35,32,500,adventure
42,11,5000,fine dining
41,34,10000,adventure
53,17,1000,resort
29,14,1000,resort
23,33,2000,nature
30,27,3000,café
27,18,1000,café
23,5,10000,art
39,41,1000,café
41,27,1000,pub
23,50,500,art
21,46,500,art
41,46,1000,art
35,7,500,resort
34,20,2000,fine dining
56,29,5000,adventure
47,36,10000,nature
24,13,10000,fine dining
52,19,5000,nature
58,25,3000,adventure
29,31,2000,resort
36,27,3000,pub
57,22,5000,adventure
33,6,1000,nature
56,24,1000,pub
54,41,2000,art
29,40,5000,pub
58,41,2000,café
47,13,1000,fine dining
58,6,10000,nature
49,10,5000,nature
21,47,10000,resort
42,44,2000,art
38,28,10000,pub
30,10,5000,resort
49,47,1000,café
46,32,500,fine dining
34,41,2000,art
25,7,5000,nature
21,28,500,café
57,38,2000,adventure
58,44,5000,pub
33,21,10000,nature
53,34,2000,art
29,38,2000,nature
44,33,2000,nature
52,26,500,resort
27,15,3000,adventure
39,8,3000,resort
57,45,5000,fine dining
34,40,5000,nature
42,29,10000,adventure
41,5,500,fine dining
26,30,1000,adventure
54,40,10000,fine dining
35,8,2000,nature
21,28,1000,fine dining
55,39,2000,fine dining
22,44,10000,adventure
39,39,3000,resort
55,50,2000,pub
34,16,3000,nature
57,6,3000,café
28,17,2000,art
26,31,2000,pub
34,29,10000,café
52,7,500,pub
26,22,500,resort
35,23,500,café
25,12,5000,fine dining
21,5,1000,resort
58,43,2000,art
24,27,3000,resort
31,27,5000,art
37,7,1000,café
40,33,10000,café
47,24,5000,café
35,17,3000,fine dining
37,20,2000,café
39,43,500,café
51,40,500,café
47,17,1000,nature
40,48,500,resort
51,21,2000,café
48,11,3000,café
56,15,3000,café
47,32,500,pub
23,46,10000,art
23,25,3000,art
29,50,1000,café
46,50,3000,pub
56,45,2000,pub
22,25,3000,nature
27,14,2000,café
55,5,10000,adventure
38,27,1000,nature
21,33,3000,resort
23,28,2000,resort
33,12,5000,fine dining
47,41,3000,fine dining
51,50,5000,art
55,14,1000,nature
39,40,500,art
34,50,5000,nature
56,32,3000,pub
45,27,2000,nature
28,17,1000,art
23,50,2000,resort
53,21,500,pub
53,30,500,pub
23,29,1000,pub
58,32,3000,nature
54,23,500,adventure
53,44,2000,café
51,48,10000,fine dining
38,38,10000,pub
47,27,5000,art
24,46,10000,art
43,50,10000,adventure
58,43,3000,adventure
45,12,1000,fine dining
41,6,3000,café
45,18,2000,café
29,9,3000,adventure
53,29,2000,nature
22,4,10000,café
23,14,1000,café
47,18,500,café
23,13,2000,café
56,26,3000,resort
51,48,10000,nature
43,5,500,café
47,33,10000,resort
26,44,1000,nature
42,39,3000,fine dining
49,16,5000,fine dining
33,15,3000,art
27,15,10000,pub
44,26,3000,adventure
46,14,500,fine dining
53,49,1000,nature
30,45,10000,café
44,33,2000,café
37,49,2000,art
47,39,1000,café
31,41,5000,fine dining
54,17,10000,pub
28,49,5000,nature
34,16,3000,pub
33,40,1000,fine dining
44,28,500,nature
22,40,500,adventure
57,41,1000,pub
50,48,5000,café
55,41,10000,fine dining
25,27,3000,adventure
51,48,500,nature
55,28,3000,resort
42,6,500,adventure
40,11,10000,art
48,34,3000,café
58,50,10000,nature
32,5,500,art
41,44,500,art
43,49,5000,pub
28,18,3000,café
50,45,3000,adventure
22,33,3000,adventure
43,7,500,pub
33,16,3000,art
32,33,2000,café
26,37,5000,pub
41,41,1000,café
26,46,3000,pub
38,9,5000,art
49,50,3000,pub
47,34,1000,resort
22,49,5000,café
42,39,500,nature
54,32,2000,nature
43,11,3000,fine dining
26,9,3000,fine dining
55,17,500,fine dining
51,10,5000,nature
35,39,1000,art
40,20,2000,pub
29,38,3000,fine dining
25,42,2000,fine dining
46,15,1000,art
40,37,1000,art
49,25,10000,resort
57,30,10000,nature
33,44,10000,resort
32,25,2000,fine dining
32,29,5000,pub
58,42,2000,adventure
56,9,500,fine dining
56,16,5000,fine dining
33,33,500,adventure
38,18,3000,fine dining
54,36,1000,nature
51,48,500,fine dining
48,45,5000,café
52,31,2000,pub
28,31,10000,pub
57,9,5000,resort
52,42,2000,pub
45,47,3000,art
47,32,5000,nature
21,26,5000,fine dining
29,14,2000,adventure
27,32,10000,nature
41,46,2000,fine dining
45,11,3000,art
50,22,2000,pub
21,5,500,adventure
33,39,2000,pub
44,36,10000,adventure
32,39,3000,art
58,27,3000,nature
23,11,500,pub
53,18,2000,pub
58,25,500,fine dining
58,6,500,café
43,14,2000,adventure
56,8,3000,pub
24,44,3000,resort
25,7,10000,fine dining
25,13,5000,art
48,26,10000,art
23,33,1000,pub
43,39,5000,adventure
37,46,3000,fine dining
40,35,2000,café
58,36,3000,nature
34,24,3000,art
36,25,5000,pub
41,34,5000,fine dining
53,33,2000,nature
27,37,1000,adventure
34,33,5000,café
25,5,3000,adventure
44,15,3000,fine dining
24,25,500,adventure
33,50,1000,café
36,42,3000,art
56,11,500,fine dining
46,46,10000,fine dining
40,25,1000,art
30,14,3000,fine dining
52,27,500,pub
58,50,2000,fine dining
36,20,1000,café
36,28,5000,art
47,31,5000,café
38,38,1000,fine dining
27,8,5000,fine dining
56,26,10000,fine dining
34,20,500,art
56,28,3000,adventure
39,24,2000,nature
54,46,2000,café
32,43,3000,adventure
52,27,1000,nature
38,40,2000,adventure
57,20,3000,art
35,30,5000,nature
40,24,500,pub
35,13,5000,fine dining
29,31,3000,pub
42,4,10000,adventure
39,41,2000,pub
43,50,500,art
36,14,5000,resort
41,48,1000,café
47,27,5000,fine dining
33,39,5000,art
34,29,1000,art
29,41,10000,nature
44,41,2000,adventure
56,7,3000,café
37,46,5000,art
34,23,500,adventure
26,10,3000,nature
24,20,500,adventure
57,18,5000,resort
21,13,5000,adventure
40,29,2000,nature
54,14,5000,fine dining
34,15,5000,nature
56,8,5000,fine dining
37,15,2000,nature
42,12,500,café
38,25,3000,resort
43,8,1000,art
32,38,10000,nature
48,5,10000,nature
41,50,1000,pub
55,40,10000,art
58,49,1000,nature
47,5,1000,fine dining
32,4,10000,pub
48,20,3000,café
39,44,2000,café
57,13,10000,pub
50,46,2000,art
23,26,5000,nature
22,17,2000,pub
37,45,2000,pub
22,19,2000,art
58,17,500,café
25,28,2000,nature
51,48,10000,fine dining
57,24,1000,nature
36,34,500,fine dining
31,16,2000,adventure
26,4,10000,nature
24,31,10000,pub
34,47,3000,nature
58,33,2000,café
55,13,500,pub
49,35,3000,fine dining
55,45,5000,resort
55,37,3000,art
42,47,2000,fine dining
56,36,10000,café
36,32,500,adventure
32,50,500,nature
27,7,10000,nature
42,39,1000,adventure
39,13,3000,adventure
44,39,500,café
30,25,5000,café
47,44,10000,pub
34,47,10000,pub
27,38,5000,café
25,34,5000,art
27,43,2000,nature
40,32,1000,pub
55,49,5000,café
21,37,2000,art
29,43,2000,café
39,40,5000,café
22,4,1000,fine dining
54,36,5000,resort
40,36,1000,fine dining
22,6,5000,pub
50,40,3000,art
37,7,1000,adventure
55,14,1000,pub
29,46,3000,art
36,11,3000,resort
53,30,3000,fine dining
21,35,500,art
42,12,2000,art
32,27,1000,café
52,6,5000,café
40,48,2000,adventure
36,19,5000,café
28,18,500,fine dining
35,49,500,fine dining
26,50,3000,resort
47,35,3000,adventure
28,34,5000,café
31,16,500,pub
47,4,2000,pub
48,12,500,nature
31,27,500,resort
31,23,3000,fine dining
35,15,3000,art
54,28,500,fine dining
39,47,2000,pub
34,24,10000,art
56,45,2000,café
42,20,3000,resort
26,46,5000,resort
44,6,1000,café
22,48,2000,resort
36,14,2000,art
56,30,5000,café
37,11,500,adventure
54,42,500,nature
58,21,5000,fine dining
27,18,1000,café
28,22,3000,pub
45,15,500,resort
35,18,5000,art
33,23,2000,adventure
47,30,3000,nature
33,16,2000,resort
47,7,2000,pub
51,34,3000,resort
38,48,1000,nature
32,13,2000,nature
34,18,500,resort
47,47,500,café
32,46,3000,resort
56,28,1000,pub
57,11,2000,adventure
47,30,1000,art
36,13,3000,resort
27,16,1000,art
46,49,1000,nature
36,31,10000,pub
33,35,5000,pub
36,17,1000,café
36,34,5000,pub
45,11,1000,resort
35,15,2000,resort
46,49,2000,art
42,41,1000,nature
44,13,10000,nature
46,35,2000,fine dining
53,20,10000,nature
56,31,10000,café
30,8,5000,adventure
23,7,2000,adventure
26,38,2000,adventure
51,40,10000,adventure
43,6,3000,resort
51,39,2000,café
47,46,5000,nature
50,8,10000,nature
32,14,3000,nature
37,4,10000,fine dining
28,28,3000,nature
43,33,10000,pub
43,37,2000,café
22,25,5000,nature
35,8,3000,pub
35,23,2000,adventure
42,22,500,adventure
57,37,5000,fine dining
54,45,2000,art
28,47,1000,nature
50,19,5000,resort
50,34,2000,resort
52,17,5000,pub
43,39,2000,adventure
28,31,10000,fine dining
42,33,500,resort
42,47,2000,nature
23,43,3000,art
40,30,500,adventure
44,17,5000,nature
31,28,2000,café
45,43,1000,adventure
48,48,3000,resort
26,47,1000,adventure
21,25,5000,fine dining
23,46,500,fine dining
49,12,5000,fine dining
52,15,5000,resort
27,31,1000,nature
23,38,10000,nature
38,24,1000,resort
53,22,10000,fine dining
42,15,10000,adventure
51,32,2000,nature
21,45,5000,pub
36,13,500,café
41,44,3000,adventure
34,5,1000,fine dining
45,4,3000,pub
57,24,10000,fine dining
34,43,3000,café
52,9,1000,fine dining
54,45,1000,fine dining
36,27,1000,resort
36,7,3000,pub
34,19,3000,pub
38,31,2000,art
28,35,1000,café
35,8,5000,adventure
36,7,3000,adventure
51,33,3000,resort
32,48,2000,café
30,10,5000,art
51,24,10000,resort
51,45,10000,pub
56,25,3000,resort
35,50,10000,resort
29,30,5000,resort
45,35,2000,nature
48,24,5000,art
47,19,10000,nature
24,7,5000,resort
24,48,3000,café
49,40,5000,nature
40,20,2000,adventure
37,6,5000,nature
34,46,2000,resort
49,50,1000,café
29,24,10000,art
56,32,1000,café
44,50,10000,adventure
25,25,500,pub
49,16,3000,resort
41,40,5000,nature
43,12,500,resort
55,40,2000,art
56,18,10000,café
36,30,500,café
31,14,500,adventure
50,44,3000,art
35,36,10000,nature
26,50,2000,resort
38,43,1000,fine dining
50,28,1000,pub
31,31,1000,café
29,5,500,art
53,22,10000,café
54,5,3000,nature
26,35,10000,adventure
31,5,3000,nature
54,5,500,pub
44,33,3000,café
35,23,2000,café
38,12,500,fine dining
39,24,3000,adventure
57,31,3000,pub
55,18,2000,resort
34,36,2000,resort
37,9,2000,fine dining
43,48,500,resort
42,21,3000,café
35,29,1000,resort
24,6,3000,nature
44,38,1000,café
44,36,3000,resort
39,15,1000,café
50,41,2000,resort
53,44,3000,café
58,43,10000,resort
46,17,2000,nature
36,29,500,café
32,40,10000,café
54,9,1000,art
37,30,2000,nature
27,45,1000,nature
22,48,5000,art
27,7,1000,adventure
46,11,10000,nature
35,37,2000,resort
43,41,500,fine dining
42,8,2000,resort
22,35,500,café
52,26,5000,art
43,23,3000,pub
45,11,1000,fine dining
28,13,10000,café
55,7,500,adventure
32,22,500,pub
44,11,3000,nature
46,39,1000,café
45,18,3000,nature
22,8,10000,art
46,9,1000,adventure
52,24,500,fine dining
53,30,500,fine dining
58,31,10000,art
35,39,5000,resort
54,29,1000,art
47,40,5000,nature
36,9,2000,café
49,50,500,pub
23,33,3000,pub
23,28,5000,art
55,4,1000,pub
21,26,10000,nature
25,27,5000,adventure
55,50,3000,nature
28,11,10000,pub
22,21,2000,resort
41,37,10000,adventure
29,17,5000,café
44,7,5000,art
51,28,2000,adventure
23,31,1000,nature
52,11,1000,fine dining
48,38,3000,pub
40,9,3000,resort
36,21,1000,fine dining
47,12,500,café
25,48,3000,café
43,25,1000,pub
36,19,2000,resort
21,19,3000,pub
47,30,10000,resort
50,13,10000,fine dining
47,47,2000,art
37,9,500,adventure
44,11,500,nature
25,49,2000,adventure
36,42,10000,resort
57,42,5000,adventure
25,21,3000,nature
40,50,5000,adventure
39,46,3000,café
25,15,10000,café
43,28,3000,fine dining
32,30,3000,café
49,28,5000,pub
37,14,2000,nature
44,34,1000,café
54,26,500,nature
32,38,5000,art
53,42,500,resort
42,26,5000,fine dining
30,8,2000,art
56,40,500,fine dining
35,35,5000,pub
46,8,3000,adventure
21,9,3000,pub
43,9,2000,resort
48,50,1000,pub
36,32,3000,café
34,25,2000,adventure
23,39,500,fine dining
28,28,1000,art
40,29,2000,pub
38,17,2000,adventure
31,12,2000,art
51,13,500,café
39,42,1000,fine dining
47,30,1000,pub
56,26,500,café
43,6,2000,fine dining
47,49,1000,art
23,31,500,pub
39,45,500,nature
29,21,2000,adventure
35,13,3000,resort
52,34,2000,resort
56,19,5000,adventure
54,13,10000,nature
38,4,1000,nature
52,22,500,nature
32,37,5000,art
51,25,3000,fine dining
40,22,10000,art
45,26,5000,café
48,48,5000,fine dining
41,22,1000,adventure
23,13,10000,fine dining
42,45,3000,art
28,11,5000,resort
51,14,10000,fine dining
48,29,2000,resort
35,41,10000,resort
42,9,500,pub
40,5,500,resort
25,32,500,café
43,30,3000,resort
34,38,2000,adventure
57,18,500,adventure
44,24,2000,adventure
